MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,ExterQual,Foundation,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,PoolArea,SaleCondition,SalePrice
20,RL,10355,Pave,IR1,Lvl,AllPub,NAmes,1Story,5,5,1967,1967,Gable,CompShg,TA,CBlock,1214,GasA,TA,Y,SBrkr,1214,0,3,1,0,Normal,143000
90,RL,11070,Pave,Reg,Lvl,AllPub,Mitchel,1Story,7,5,1988,1989,Gable,CompShg,TA,CBlock,1907,GasA,Gd,Y,SBrkr,1959,0,5,2,0,Family,171000
60,RL,9066,Pave,IR1,Lvl,AllPub,CollgCr,2Story,8,5,1999,2000,Gable,CompShg,Gd,PConc,1004,GasA,Ex,Y,SBrkr,1004,848,3,1,0,Normal,230000
60,RL,15426,Pave,IR1,Lvl,AllPub,CollgCr,2Story,6,5,1997,1997,Gable,CompShg,TA,PConc,928,GasA,Ex,Y,SBrkr,928,836,3,1,0,Normal,231500
20,RL,10500,Pave,Reg,Lvl,AllPub,NAmes,1Story,4,5,1971,1971,Gable,CompShg,TA,CBlock,864,GasA,TA,Y,SBrkr,864,0,3,1,0,Normal,115000
20,RL,11645,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2005,2005,Gable,CompShg,Gd,PConc,1734,GasA,Ex,Y,SBrkr,1734,0,3,1,0,Normal,260000
50,RL,8520,Pave,Reg,Lvl,AllPub,NAmes,1.5Fin,5,4,1952,1952,Gable,CompShg,TA,CBlock,910,GasA,Fa,Y,SBrkr,910,475,4,1,0,Normal,166000
20,RL,10335,Pave,IR1,Lvl,AllPub,CollgCr,1Story,7,5,1999,1999,Gable,CompShg,Gd,PConc,1490,GasA,Ex,Y,SBrkr,1501,0,3,1,0,Normal,204000
90,RM,9100,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,5,1963,1963,Gable,CompShg,TA,CBlock,1728,GasA,TA,Y,SBrkr,1728,0,6,2,0,Abnorml,125000
160,RM,2522,Pave,Reg,Lvl,AllPub,Edwards,2Story,6,5,2004,2006,Gable,CompShg,Gd,PConc,970,GasA,Ex,Y,SBrkr,970,739,3,1,0,Normal,130000
30,RM,6120,Pave,Reg,Lvl,AllPub,BrkSide,1Story,5,7,1931,1993,Gable,CompShg,TA,BrkTil,715,GasA,TA,Y,FuseA,875,0,2,1,0,Normal,105000
60,RL,9505,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,2001,2001,Gable,CompShg,Gd,PConc,884,GasA,Ex,Y,SBrkr,884,1151,3,1,0,Normal,222500
20,RL,7500,Pave,Reg,Lvl,AllPub,SawyerW,1Story,7,5,2004,2005,Gable,CompShg,TA,PConc,1080,GasA,Ex,Y,SBrkr,1080,0,3,1,0,Normal,141000
50,RM,6240,Pave,Reg,Lvl,AllPub,BrkSide,1.5Fin,5,4,1936,1950,Gable,CompShg,TA,BrkTil,896,GasA,Gd,Y,FuseA,896,448,3,1,0,Normal,115000
20,RL,10356,Pave,Reg,Lvl,AllPub,CollgCr,1Story,5,6,1975,1975,Gable,CompShg,TA,CBlock,969,GasA,TA,Y,SBrkr,969,0,3,1,0,Normal,122000
20,RL,13891,Pave,Reg,Lvl,AllPub,NridgHt,1Story,8,5,2007,2008,Hip,CompShg,Gd,PConc,1710,GasA,Ex,Y,SBrkr,1710,0,2,1,0,Partial,372402
60,RL,14803,Pave,IR1,Lvl,AllPub,NWAmes,2Story,6,5,1971,1971,Gable,CompShg,TA,CBlock,825,GasA,Gd,Y,SBrkr,1097,896,4,1,0,Normal,190000
20,RL,13500,Pave,Reg,Lvl,AllPub,ClearCr,1Story,6,7,1960,1975,Flat,CompShg,TA,CBlock,1602,GasA,Gd,Y,SBrkr,1252,0,1,1,0,Normal,235000
30,RM,11340,Pave,Reg,Lvl,AllPub,OldTown,1Story,6,5,1923,1950,Gable,CompShg,TA,BrkTil,1200,GasA,TA,Y,FuseA,1200,0,4,1,0,Family,125000
50,RL,9600,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,6,5,1924,1950,Gable,CompShg,TA,BrkTil,572,Grav,Fa,N,FuseF,572,524,2,1,0,Normal,79000
20,RL,7200,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,7,1950,1950,Hip,CompShg,TA,CBlock,0,GasA,TA,Y,FuseF,1040,0,2,1,0,Normal,109500
60,RL,12003,Pave,Reg,Lvl,AllPub,Timber,2Story,8,5,2009,2010,Gable,CompShg,Gd,PConc,774,GasA,Ex,Y,SBrkr,774,1194,4,1,0,Partial,269500
60,FV,12552,Pave,Reg,Lvl,AllPub,Somerst,2Story,7,5,2004,2005,Gable,CompShg,Gd,PConc,991,GasA,Ex,Y,SBrkr,991,956,3,1,0,Normal,254900
60,RL,19378,Pave,IR1,HLS,AllPub,Gilbert,2Story,7,5,2005,2006,Gable,CompShg,Gd,PConc,1392,GasA,Ex,Y,SBrkr,1392,1070,4,1,0,Partial,320000
20,RL,11120,Pave,IR1,Lvl,AllPub,Veenker,1Story,6,6,1984,1984,Gable,CompShg,TA,PConc,1232,GasA,TA,Y,SBrkr,1232,0,3,1,0,Normal,162500
60,RL,13688,Pave,IR1,Lvl,AllPub,NridgHt,2Story,9,5,2003,2004,Gable,CompShg,Gd,PConc,1572,GasA,Ex,Y,SBrkr,1572,1096,3,1,0,Normal,412500
20,RL,12182,Pave,Reg,Lvl,AllPub,NridgHt,1Story,7,5,2005,2005,Gable,CompShg,Gd,PConc,1541,GasA,Ex,Y,SBrkr,1541,0,3,1,0,Partial,220000
45,RL,5500,Pave,Reg,Lvl,AllPub,OldTown,1.5Unf,4,6,1956,1956,Gable,CompShg,TA,CBlock,882,GasA,Ex,Y,SBrkr,882,0,1,1,0,Normal,103200
40,RM,5400,Pave,Reg,Lvl,AllPub,OldTown,1Story,6,7,1926,2004,Gable,CompShg,TA,BrkTil,1149,GasA,Gd,Y,FuseA,1149,467,3,1,0,Normal,152000
190,RL,10106,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,5,7,1940,1999,Gable,CompShg,TA,BrkTil,644,GasA,Gd,Y,SBrkr,808,547,4,2,0,Normal,127500
20,RL,10708,Pave,IR1,Lvl,AllPub,ClearCr,1Story,5,5,1955,1993,Hip,CompShg,Gd,CBlock,1617,GasA,Ex,Y,FuseA,1867,0,2,1,0,Normal,190000
60,RL,10562,Pave,Reg,Lvl,AllPub,NridgHt,2Story,8,5,2007,2007,Gable,CompShg,Gd,PConc,1582,GasA,Ex,Y,SBrkr,1610,551,3,1,0,Partial,325624
60,RL,8244,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,2004,2004,Gable,CompShg,Gd,PConc,840,GasA,Ex,Y,SBrkr,840,880,3,1,0,Normal,183500
20,RL,16669,Pave,IR1,Lvl,AllPub,Timber,1Story,8,6,1981,1981,Hip,WdShake,Gd,CBlock,1686,GasA,TA,Y,SBrkr,1707,0,2,1,0,Normal,228000
50,RM,12358,Pave,IR1,Lvl,AllPub,OldTown,1.5Fin,5,6,1941,1950,Gable,CompShg,TA,CBlock,720,GasA,TA,Y,SBrkr,854,0,2,1,0,Normal,128500
20,RL,31770,Pave,IR1,Lvl,AllPub,NAmes,1Story,6,5,1960,1960,Hip,CompShg,TA,CBlock,1080,GasA,Fa,Y,SBrkr,1656,0,3,1,0,Normal,215000
160,RL,5306,Pave,IR1,Lvl,AllPub,StoneBr,2Story,7,7,1987,1987,Gable,CompShg,Gd,PConc,1064,GasA,Gd,Y,SBrkr,1064,703,2,1,0,Normal,239000
20,RL,10197,Pave,IR1,Lvl,AllPub,NAmes,1Story,6,5,1961,1961,Gable,CompShg,TA,CBlock,1362,GasA,TA,Y,SBrkr,1362,0,3,1,0,Normal,163000
20,RL,12416,Pave,IR1,Lvl,AllPub,Timber,1Story,6,5,1986,1986,Gable,CompShg,TA,CBlock,1606,GasA,TA,Y,SBrkr,1651,0,3,1,0,Normal,184000
20,RL,12615,Pave,Reg,Lvl,AllPub,Edwards,1Story,6,7,1950,2001,Gable,CompShg,TA,CBlock,1202,GasA,TA,Y,SBrkr,2158,0,4,1,0,Normal,243000
60,RL,10029,Pave,IR1,Lvl,AllPub,ClearCr,2Story,6,5,1988,1989,Gable,CompShg,Gd,PConc,1151,GasA,TA,Y,SBrkr,1164,896,4,1,0,Normal,211000
50,RL,13650,Pave,Reg,Lvl,AllPub,Sawyer,1.5Fin,5,5,1958,1958,Gable,CompShg,Gd,CBlock,1052,GasA,Ex,Y,SBrkr,1252,668,4,1,0,Normal,172500
20,RL,17423,Pave,IR1,Lvl,AllPub,StoneBr,1Story,9,5,2008,2009,Hip,CompShg,Ex,PConc,2216,GasA,Ex,Y,SBrkr,2234,0,1,1,0,Partial,501837
30,RM,8520,Pave,Reg,Lvl,AllPub,OldTown,1Story,5,6,1923,2006,Gable,CompShg,Gd,CBlock,968,GasA,TA,Y,SBrkr,968,0,2,1,0,Normal,100000
160,FV,2117,Pave,Reg,Lvl,AllPub,Somerst,2Story,6,5,2000,2000,Gable,CompShg,Gd,PConc,756,GasA,Ex,Y,SBrkr,769,756,3,1,0,Normal,177000
70,RL,7588,Pave,Reg,Lvl,AllPub,Crawfor,2Story,7,6,1920,1950,Gable,CompShg,TA,BrkTil,793,GasA,Gd,Y,SBrkr,901,901,4,1,0,Normal,200100
20,RL,9060,Pave,Reg,Lvl,AllPub,Edwards,1Story,5,6,1957,2006,Hip,CompShg,TA,PConc,0,GasA,Ex,Y,SBrkr,1340,0,3,1,0,Normal,120000
50,RM,11426,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,7,5,2003,2003,Gable,CompShg,TA,PConc,1362,GasA,Ex,Y,SBrkr,1362,720,3,1,0,Normal,200000
50,RL,7438,Pave,IR1,Lvl,AllPub,BrkSide,1.5Fin,5,8,1908,1991,Gable,CompShg,TA,PConc,504,GasA,Gd,Y,SBrkr,936,316,3,1,0,Normal,127000
75,RM,22950,Pave,IR2,Lvl,AllPub,OldTown,2.5Fin,10,9,1892,1993,Gable,WdShngl,Gd,BrkTil,1107,GasA,Ex,Y,SBrkr,1518,1518,4,1,0,Normal,475000
80,RL,9947,Pave,IR1,Lvl,AllPub,Mitchel,SLvl,7,5,1990,1991,Gable,CompShg,TA,PConc,1188,GasA,Ex,Y,SBrkr,1217,0,3,1,0,Normal,173000
50,RL,10410,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,5,7,1916,1987,Gable,CompShg,TA,CBlock,660,GasA,Ex,Y,SBrkr,808,704,3,1,0,Normal,135000
90,RL,7018,Pave,Reg,Bnk,AllPub,SawyerW,SFoyer,5,5,1979,1979,Gable,CompShg,TA,CBlock,1086,GasA,TA,Y,SBrkr,1224,0,2,2,0,Alloca,153337
120,RL,4923,Pave,Reg,Lvl,AllPub,StoneBr,1Story,8,5,2001,2002,Gable,CompShg,Gd,PConc,1593,GasA,Ex,Y,SBrkr,1593,0,0,1,0,Normal,286000
70,RL,10570,Pave,Reg,Bnk,AllPub,Crawfor,2Story,8,8,1932,1994,Hip,CompShg,Gd,CBlock,853,GasA,TA,Y,SBrkr,1549,1178,3,1,0,Normal,315000
60,RL,7472,Pave,IR1,Lvl,AllPub,NAmes,2Story,7,9,1972,2004,Gable,CompShg,TA,CBlock,725,GasA,Gd,Y,SBrkr,725,754,4,1,0,Normal,184000
20,RL,9017,Pave,IR1,Lvl,AllPub,CollgCr,1Story,7,5,1999,1999,Gable,CompShg,Gd,PConc,1431,GasA,Ex,Y,SBrkr,1431,0,3,1,0,Normal,192000
160,RM,2522,Pave,Reg,Lvl,AllPub,Edwards,2Story,7,5,2004,2004,Gable,CompShg,Gd,PConc,970,GasA,Ex,Y,SBrkr,970,739,3,1,0,Normal,130000
20,RL,7180,Pave,IR1,Lvl,AllPub,CollgCr,1Story,5,7,1972,1972,Hip,CompShg,TA,CBlock,864,GasA,TA,Y,SBrkr,864,0,3,1,0,Normal,127000
160,RL,2280,Pave,Reg,Lvl,AllPub,NPkVill,2Story,6,6,1976,1976,Gable,CompShg,TA,CBlock,855,GasA,TA,Y,SBrkr,855,601,3,1,0,Normal,148500
20,RL,9416,Pave,Reg,Lvl,AllPub,Somerst,1Story,7,5,2007,2007,Hip,CompShg,Ex,PConc,1726,GasA,Ex,Y,SBrkr,1726,0,3,1,0,Partial,311872
75,RL,25419,Pave,Reg,Lvl,AllPub,NAmes,2Story,8,4,1918,1990,Gable,CompShg,Gd,PConc,1360,GasA,Gd,Y,SBrkr,1360,1360,4,1,512,Abnorml,235000
75,RM,5520,Pave,Reg,Lvl,AllPub,OldTown,2.5Fin,6,6,1912,1950,Gable,CompShg,TA,CBlock,755,GasA,Ex,Y,SBrkr,929,929,5,1,0,Abnorml,104000
20,RL,9591,Pave,Reg,Lvl,AllPub,NridgHt,1Story,8,5,2004,2005,Hip,CompShg,Gd,PConc,1713,GasA,Ex,Y,SBrkr,1713,0,3,1,0,Normal,274900
20,RM,8546,Pave,Reg,Lvl,AllPub,Edwards,1Story,4,5,2003,2004,Gable,CompShg,TA,PConc,1121,GasA,Ex,Y,SBrkr,1121,0,2,1,0,Normal,140000
20,RL,10125,Pave,Reg,Lvl,AllPub,Mitchel,1Story,6,6,1977,1977,Gable,CompShg,TA,CBlock,1196,GasA,TA,Y,SBrkr,1279,0,3,1,0,Normal,171500
50,RL,7000,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,6,6,1924,1950,Gable,CompShg,TA,BrkTil,617,GasA,Gd,Y,SBrkr,865,445,2,1,0,Normal,112000
120,RM,4438,Pave,Reg,Lvl,AllPub,CollgCr,1Story,6,5,2004,2004,Gable,CompShg,Gd,PConc,848,GasA,Ex,Y,SBrkr,848,0,1,1,0,Normal,149000
50,RM,3500,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,5,7,1947,1950,Gable,CompShg,TA,CBlock,720,GasA,TA,Y,SBrkr,720,564,2,1,0,Normal,110000
20,RL,11851,Pave,Reg,Lvl,AllPub,Gilbert,1Story,7,5,1990,1990,Gable,CompShg,TA,PConc,1424,GasA,Ex,Y,SBrkr,1442,0,3,1,0,Normal,180500
20,RL,13673,Pave,IR1,Lvl,AllPub,Sawyer,1Story,5,5,1962,1962,Gable,CompShg,TA,CBlock,1140,GasA,TA,Y,SBrkr,1696,0,3,1,0,Normal,143900
20,RL,12493,Pave,IR1,Lvl,AllPub,NAmes,1Story,4,5,1960,1960,Gable,CompShg,TA,PConc,1100,GasA,TA,Y,SBrkr,1100,0,3,1,0,Normal,141000
60,RL,14364,Pave,IR1,Low,AllPub,SawyerW,2Story,7,5,1988,1989,Gable,CompShg,Gd,CBlock,1157,GasA,Ex,Y,SBrkr,1180,882,3,1,0,Normal,277000
20,RL,8250,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,7,1964,1964,Hip,CompShg,TA,CBlock,1092,GasA,Ex,Y,SBrkr,1092,0,3,1,0,Normal,145000
30,RL,5604,Pave,Reg,Lvl,AllPub,Edwards,1Story,5,6,1925,1950,Gable,CompShg,TA,CBlock,864,GasA,TA,N,FuseA,864,0,2,1,0,Normal,98000
20,RL,10420,Pave,Reg,Lvl,AllPub,Edwards,1Story,6,5,2009,2009,Gable,CompShg,TA,PConc,1212,GasA,Ex,Y,SBrkr,1212,0,3,1,0,Normal,186000
60,FV,8640,Pave,Reg,Lvl,AllPub,Somerst,2Story,7,5,2009,2009,Gable,CompShg,TA,PConc,900,GasA,Ex,Y,SBrkr,932,920,3,1,0,Partial,252678
20,RL,13568,Pave,IR2,Lvl,AllPub,CollgCr,1Story,5,5,1995,1995,Gable,CompShg,TA,PConc,990,GasA,Ex,Y,SBrkr,990,0,3,1,0,Normal,156000
60,RL,10900,Pave,IR1,Lvl,AllPub,CollgCr,2Story,6,7,1977,1977,Gable,CompShg,TA,CBlock,689,GasA,Ex,Y,SBrkr,689,703,3,1,0,Normal,161750
20,RL,10011,Pave,IR1,Lvl,AllPub,NAmes,1Story,5,6,1957,1996,Gable,CompShg,TA,CBlock,1070,GasA,TA,Y,SBrkr,1236,0,2,1,0,Normal,134450
20,RL,8450,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2004,2004,Gable,CompShg,Gd,PConc,1436,GasA,Ex,Y,SBrkr,1436,0,3,1,0,Normal,210000
70,RM,9906,Pave,Reg,Lvl,AllPub,OldTown,2Story,4,4,1925,1950,Gable,CompShg,TA,CBlock,686,GasA,Fa,N,SBrkr,810,518,3,1,0,Family,107000
50,RL,15660,Pave,IR1,Lvl,AllPub,Crawfor,1.5Fin,7,9,1939,2006,Gable,CompShg,Gd,CBlock,798,GasA,Ex,Y,SBrkr,1137,817,3,1,0,Normal,311500
120,RL,3010,Pave,Reg,Lvl,AllPub,Blmngtn,1Story,7,5,2005,2006,Gable,CompShg,Gd,PConc,1248,GasA,Ex,Y,SBrkr,1248,0,2,1,0,Partial,167240
20,RL,8990,Pave,IR1,Lvl,AllPub,CollgCr,1Story,7,5,2006,2006,Gable,CompShg,Gd,PConc,1498,GasA,Ex,Y,SBrkr,1498,0,2,1,0,Partial,204900
60,RL,8068,Pave,IR1,Lvl,AllPub,Gilbert,2Story,6,5,2002,2002,Gable,CompShg,Gd,PConc,1010,GasA,Ex,Y,SBrkr,1010,1257,4,1,0,Normal,200000
60,RL,11475,Pave,Reg,Lvl,AllPub,NWAmes,2Story,6,6,1975,1975,Gable,CompShg,TA,CBlock,713,GasA,TA,Y,SBrkr,811,741,3,1,0,Normal,179900
20,RL,10500,Pave,Reg,Lvl,AllPub,NAmes,1Story,4,6,1971,1971,Gable,CompShg,TA,CBlock,864,GasA,Gd,Y,SBrkr,864,0,2,1,0,Abnorml,97000
20,RL,13472,Pave,Reg,Lvl,AllPub,NridgHt,1Story,10,5,2003,2003,Hip,CompShg,Ex,PConc,2392,GasA,Ex,Y,SBrkr,2392,0,3,1,0,Normal,386250
160,RM,1680,Pave,Reg,Lvl,AllPub,BrDale,2Story,5,5,1971,1971,Gable,CompShg,TA,CBlock,630,GasA,TA,Y,SBrkr,630,672,3,1,0,Abnorml,112000
60,RL,9950,Pave,IR1,Lvl,AllPub,NoRidge,2Story,7,5,1995,1995,Gable,CompShg,Gd,PConc,1203,GasA,Ex,Y,SBrkr,1214,1306,4,1,0,Abnorml,290000
160,RM,1869,Pave,Reg,Lvl,AllPub,BrDale,2Story,6,6,1970,1970,Gable,CompShg,TA,CBlock,483,GasA,TA,Y,SBrkr,483,504,2,1,0,Normal,106000
20,RL,8521,Pave,Reg,Lvl,AllPub,Sawyer,1Story,5,5,1967,1967,Gable,CompShg,TA,CBlock,912,GasA,TA,Y,SBrkr,912,0,3,1,0,Normal,125000
120,RL,3182,Pave,Reg,Lvl,AllPub,Blmngtn,1Story,7,5,2005,2006,Gable,CompShg,Gd,PConc,1373,GasA,Ex,Y,SBrkr,1555,0,2,1,0,Normal,192500
20,RL,8760,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,6,1959,1959,Hip,CompShg,TA,CBlock,1194,GasA,TA,Y,SBrkr,1194,0,3,1,0,Normal,148000
60,RL,15138,Pave,IR1,Lvl,AllPub,NoRidge,2Story,8,5,1995,1996,Gable,CompShg,Gd,PConc,1462,GasA,Ex,Y,SBrkr,1490,1304,4,1,0,Normal,403000
160,RM,1680,Pave,Reg,Lvl,AllPub,BrDale,2Story,6,5,1972,1972,Gable,CompShg,TA,CBlock,483,GasA,TA,Y,SBrkr,483,504,2,1,0,Normal,94500
20,RL,10650,Pave,Reg,Lvl,AllPub,CollgCr,1Story,5,6,1976,1976,Gable,CompShg,TA,CBlock,894,GasA,TA,Y,SBrkr,894,0,3,1,0,Normal,128200
60,RL,7851,Pave,Reg,Lvl,AllPub,Gilbert,2Story,6,5,2002,2002,Gable,CompShg,Gd,PConc,860,GasA,Ex,Y,SBrkr,860,1100,4,1,0,Normal,216500
160,RM,1680,Pave,Reg,Lvl,AllPub,BrDale,2Story,6,3,1971,1971,Gable,CompShg,TA,CBlock,483,GasA,TA,Y,SBrkr,483,504,2,1,0,Normal,89500
20,RL,8773,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2004,2004,Gable,CompShg,Gd,PConc,1414,GasA,Ex,Y,SBrkr,1414,0,3,1,0,Normal,185500
60,RL,9453,Pave,IR1,Lvl,AllPub,SawyerW,2Story,7,7,1993,2003,Gable,CompShg,Gd,PConc,996,GasA,Ex,Y,SBrkr,1014,730,3,1,0,Normal,194500
20,RL,12030,Pave,Reg,Lvl,AllPub,NridgHt,1Story,8,5,2007,2007,Hip,CompShg,Ex,PConc,1694,GasA,Ex,Y,SBrkr,1694,0,3,1,0,Partial,318000
50,RL,8741,Pave,Reg,Lvl,AllPub,Edwards,1.5Fin,6,4,1945,1950,Gable,CompShg,TA,CBlock,735,GasA,TA,Y,FuseA,798,689,3,1,0,Normal,113000
20,FV,9000,Pave,Reg,Lvl,AllPub,Somerst,1Story,8,5,2008,2008,Gable,CompShg,Gd,PConc,1566,GasA,Ex,Y,SBrkr,1566,0,3,1,0,Normal,262500
30,RM,3880,Pave,Reg,Lvl,AllPub,OldTown,1Story,5,9,1945,1997,Gable,CompShg,TA,CBlock,686,GasA,Gd,Y,SBrkr,866,0,2,1,0,Normal,110500
50,RM,5000,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,5,4,1900,1950,Gable,CompShg,TA,BrkTil,540,GasA,Gd,N,FuseA,889,551,3,1,0,Normal,79000
160,RL,10762,Pave,Reg,Lvl,AllPub,SawyerW,2Story,6,6,1980,1980,Gable,CompShg,TA,CBlock,626,GasA,TA,Y,SBrkr,626,591,3,1,0,Normal,120000
60,RL,8880,Pave,IR1,Lvl,AllPub,SawyerW,2Story,7,5,1994,2002,Gable,CompShg,Gd,PConc,948,GasA,Ex,Y,SBrkr,1222,888,3,1,0,Normal,205000
20,RL,10400,Pave,Reg,Lvl,AllPub,NWAmes,1Story,7,5,1988,1988,Gable,CompShg,TA,CBlock,1845,GasA,Gd,Y,SBrkr,1872,0,3,1,0,Normal,241500
190,RM,9142,Pave,Reg,Lvl,AllPub,OldTown,2Story,6,8,1910,1950,Gable,CompShg,TA,Stone,1020,GasA,Gd,N,FuseP,908,1020,4,2,0,Normal,137000
20,RL,11310,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,5,1954,1954,Hip,CompShg,TA,CBlock,1367,GasA,Ex,Y,SBrkr,1375,0,2,1,0,Normal,140000
60,RL,11317,Pave,Reg,Lvl,AllPub,CollgCr,2Story,7,5,2003,2003,Gable,CompShg,Gd,PConc,840,GasA,Ex,Y,SBrkr,840,828,3,1,0,Normal,180000
50,RL,159000,Pave,IR2,Low,AllPub,ClearCr,1.5Fin,6,7,1958,2006,Gable,CompShg,Gd,CBlock,1444,GasA,Gd,Y,SBrkr,1444,700,4,1,0,Normal,277000
30,RL,5350,Pave,IR1,Lvl,AllPub,BrkSide,1Story,3,2,1940,1966,Gable,CompShg,TA,CBlock,728,GasA,Ex,Y,SBrkr,1306,0,3,1,0,Normal,76500
120,RM,4750,Pave,IR1,HLS,AllPub,Crawfor,1Story,8,5,2006,2007,Hip,CompShg,Gd,PConc,1573,GasA,Ex,Y,SBrkr,1625,0,2,1,0,Family,235000
60,RL,8366,Pave,IR1,Lvl,AllPub,SawyerW,2Story,6,5,2004,2004,Gable,CompShg,Gd,PConc,798,GasA,Ex,Y,SBrkr,798,842,3,1,0,Normal,173000
80,RL,9350,Pave,Reg,Lvl,AllPub,NAmes,SLvl,6,7,1964,1991,Hip,CompShg,TA,CBlock,1302,GasA,Ex,Y,SBrkr,1302,0,3,1,0,Normal,158000
20,RL,8400,Pave,Reg,Lvl,AllPub,NAmes,1Story,5,6,1957,1957,Gable,CompShg,TA,CBlock,1314,GasA,TA,Y,SBrkr,1314,0,3,1,0,Normal,145000
60,RL,8738,Pave,IR1,Lvl,AllPub,Gilbert,2Story,7,5,1999,1999,Gable,CompShg,Gd,PConc,975,GasA,Ex,Y,SBrkr,1005,1286,4,1,0,Normal,230000
60,FV,8791,Pave,IR1,Lvl,AllPub,Somerst,2Story,6,5,2003,2003,Gable,CompShg,Gd,PConc,864,GasA,Ex,Y,SBrkr,864,864,3,1,0,Normal,207500
20,RL,8814,Pave,Reg,Lvl,AllPub,CollgCr,1Story,7,5,2006,2006,Gable,CompShg,Gd,PConc,1604,GasA,Ex,Y,SBrkr,1604,0,3,1,0,Abnorml,220000
60,RL,12435,Pave,Reg,Lvl,AllPub,CollgCr,2Story,7,5,2001,2001,Gable,CompShg,Gd,PConc,963,GasA,Ex,Y,SBrkr,963,829,3,1,0,Normal,231500
20,RM,12702,Pave,Reg,Lvl,AllPub,OldTown,1Story,5,5,1956,1956,Gable,CompShg,TA,PConc,0,GasA,Gd,Y,FuseA,882,0,2,1,0,Normal,97000
80,RL,19296,Pave,Reg,Lvl,AllPub,NAmes,SLvl,6,5,1962,1962,Gable,CompShg,TA,CBlock,1362,GasA,TA,Y,SBrkr,1382,0,3,1,0,Normal,176000
60,RL,9588,Pave,IR1,Lvl,AllPub,CollgCr,2Story,8,5,2007,2007,Gable,CompShg,Gd,PConc,1482,GasA,Ex,Y,SBrkr,1482,1092,3,1,0,Partial,276000
80,RL,8471,Pave,IR1,Lvl,AllPub,Sawyer,SLvl,6,7,1977,1995,Gable,CompShg,TA,CBlock,506,GasA,TA,Y,SBrkr,1212,0,3,1,0,Normal,151000
50,RM,5500,Pave,Reg,Lvl,AllPub,OldTown,1.5Fin,5,7,1929,2001,Gable,CompShg,TA,BrkTil,926,GasA,TA,Y,SBrkr,926,0,3,1,0,Normal,130000
30,RM,5232,Pave,IR3,Bnk,AllPub,OldTown,1Story,5,5,1925,2004,Gable,CompShg,TA,BrkTil,680,GasA,Gd,N,FuseP,764,0,2,1,0,Normal,73000
20,RL,12090,Pave,IR1,Lvl,AllPub,NWAmes,1Story,6,6,1981,1981,Gable,CompShg,TA,CBlock,1422,GasA,TA,Y,SBrkr,1422,0,3,1,0,Normal,175500
60,RL,11207,Pave,IR1,HLS,AllPub,Gilbert,2Story,6,5,1997,1997,Gable,CompShg,TA,PConc,802,GasA,Gd,Y,SBrkr,802,709,3,1,0,Normal,185000
75,RL,8400,Pave,Reg,Bnk,AllPub,SWISU,2.5Fin,5,8,1939,1997,Gable,CompShg,TA,PConc,720,GasA,Ex,Y,SBrkr,1052,720,4,1,0,Normal,179500
30,RM,6900,Pave,Reg,Lvl,AllPub,IDOTRR,1Story,5,6,1940,1955,Gable,CompShg,TA,CBlock,740,GasA,Ex,Y,SBrkr,778,0,2,1,0,Normal,120500
20,RL,7917,Pave,IR1,Lvl,AllPub,Edwards,1Story,6,7,1976,1976,Hip,CompShg,TA,CBlock,1143,GasA,TA,Y,SBrkr,1113,0,3,1,0,Normal,148000
60,FV,10728,Pave,Reg,Lvl,AllPub,Somerst,2Story,8,5,2006,2006,Gable,CompShg,Gd,PConc,1095,GasA,Gd,Y,SBrkr,1095,844,3,1,0,Partial,266000
20,RL,39104,Pave,IR1,Low,AllPub,ClearCr,1Story,7,7,1954,2005,Flat,Membran,TA,CBlock,1385,GasA,Ex,Y,SBrkr,1363,0,2,1,0,Normal,241500
60,RL,11764,Pave,IR1,Lvl,AllPub,NoRidge,2Story,8,7,1999,2007,Gable,CompShg,Gd,PConc,1152,GasA,Ex,Y,SBrkr,1164,1106,4,1,0,Normal,290000
20,RL,9600,Pave,Reg,Lvl,AllPub,NAmes,1Story,6,6,1958,1988,Hip,CompShg,TA,CBlock,1240,GasA,Gd,Y,SBrkr,1632,0,3,1,0,Normal,139000
